Lemmatized	Original
serious_damage_to_building	serious_damage_to_buildings
reduced_inhibition	reduced_inhibitions
mold_and_allergen	molds_and_allergens
soy_crop	soy_crops
travel_speed	travel_speeds
gasoline_shortage	gasoline_shortages
federal_price_control	federal_price_controls
bios_setting	bios_settings
number_of_account	number_of_accounts
relatively_steady_growth_in_industry_asset	relatively_steady_growth_in_industry_assets
sympathetic_uterine_contraction	sympathetic_uterine_contractions
intestinal_contraction	intestinal_contractions
eating_lot_of_licorice	eating_lots_of_licorice
placement_and_order_of_the_reproduction	placement_and_order_of_the_reproductions
cooling_system	cooling_systems
common_error	common_errors
very_few_call	very_few_calls
damage_nerve	damage_nerves
warring_community_attacked_another_’_s_village	warring_communities_attacked_another_’_s_village
sore_spot_in_the_mouth	sore_spots_in_the_mouth
loose_denture	loose_dentures
intemperate_habit	intemperate_habits
sound_vibration_of_the_bowl	sound_vibration_of_the_bowls
patient_to_lose_their_hair	patients_to_lose_their_hair
structure_problem	structure_problems
premature_sign	premature_signs
death_of_many_senator	deaths_of_many_senators
claudius_wa_constantly_forced_to_shore_up_his_position	claudius_was_constantly_forced_to_shore_up_his_position
workflow_inefficiency	workflow_inefficiencies
pac_on_a_daily_basis	pacs_on_a_daily_basis
negative_thought_process	negative_thought_processes
behaviour_pattern	behaviour_patterns
routine_stressor_of_confinement	routine_stressors_of_confinement
low_b12_level	low_b12_levels
adverse_effect_of_the_drug	adverse_effects_of_the_drugs
calls.vehicle_wrap	calls.vehicle_wraps
cognitive_and_emotional_impairment	cognitive_and_emotional_impairments
le_eye_strain	less_eye_strain
lcd_monitor_dissipate_le_heat	lcd_monitors_dissipate_less_heat
dangerous_highway_condition	dangerous_highway_conditions
providing_service	providing_services
unintended_immersion	unintended_immersions
rise_in_c-section	rise_in_c-sections
nursing_home	nursing_homes
urinary_catheter	urinary_catheters
feeding_tube	feeding_tubes
lack_of_blood_supply_to_the_muscle	lack_of_blood_supply_to_the_muscles
combustion_appliance	combustion_appliances
multiple_transfusion	multiple_transfusions
numerous_event	numerous_events
chigger	chiggers
business_owner_to_fall_through_the_crack_of_the_lending_process	business_owners_to_fall_through_the_cracks_of_the_lending_process
short-term_renewal	short-term_renewals
current_financial_difficulty	current_financial_difficulties
human_right_failure	human_rights_failures
excess_carbohydrate	excess_carbohydrates
severe_pelvic_infection	severe_pelvic_infections
serious_adverse_side_effect	serious_adverse_side_effects
recurrent_seizure	recurrent_seizures
multiple_remote	multiple_remotes
large_vehicle	large_vehicles
16,877_injury	16,877_injuries
birth_of_five_child	birth_of_five_children
men_wanting_to_control_woman	men_wanting_to_control_women
prolonged_level_of_cortisol	prolonged_levels_of_cortisol
overcrowded_condition	overcrowded_conditions
teddy_bear	teddy_bears
leak_from_the_roof	leaks_from_the_roof
lot_of_wear_on_the_upper_and_lead_to_jam	lot_of_wear_on_the_upper_and_lead_to_jams
pinching_of_the_nerve	pinching_of_the_nerves
data_type	data_types
recent_beam_dynamic_study	recent_beam_dynamics_study
short-term_disruption	short-term_disruptions
swelling_of_the_blood_vessel	swelling_of_the_blood_vessels
physical_discomfort	physical_discomforts
dust_mite_allergen	dust_mite_allergens
improvement_of_symptom	improvement_of_symptoms
termite_repair	termite_repairs
lethargic_feeling	lethargic_feelings
alcoholic_drink_misuse	alcoholic_drinks_misuse
misalignment_in_your_spinal_vertebral_segment	misalignment_in_your_spinal_vertebral_segments
high-risk_pregnancy	high-risk_pregnancies
le_water	less_water
strong_shoulder	strong_shoulders
innovative_product	innovative_products
warmer_and_drier_condition	warmer_and_drier_conditions
attachment_issue	attachment_issues
creation_of_the_pride_fighting_championship	creation_of_the_pride_fighting_championships
thread_break	thread_breaks
larger_difference	larger_differences
transition_to_new_system	transition_to_new_systems
exposure_to_harmful_substance	exposure_to_harmful_substances
relative_u.s._unit_labor_cost_to_rise	relative_u.s._unit_labor_costs_to_rise
contact_with_chemical	contact_with_chemicals
national_border	national_borders
individual_to_become_curious	individuals_to_become_curious
smaller_family	smaller_families
freezing_pipe	freezing_pipes
abnormality_in_the_level_of_lipoprotein	abnormalities_in_the_levels_of_lipoproteins
noise_complaint	noise_complaints
gallstone_congesting_the_liver	gallstones_congesting_the_liver
severe_fever	severe_fevers
inhalation_of_silica_particle	inhalation_of_silica_particles
lack_of_drug	lack_of_drugs
ear_ache	ear_aches
g_error_code	gss_error_code
lack_of_traction_on_your_tire	lack_of_traction_on_your_tires
low_traction_tire	low_traction_tires
rainbow_color	rainbow_colors
lesser_blunt_force_head_injury	lesser_blunt_force_head_injuries
serious_spinal_injury	serious_spinal_injuries
physical_restriction	physical_restrictions
substance_coat_the_lung	substances_coat_the_lungs
disease-destroying_compound	disease-destroying_compounds
tissue_to_heal_faster	tissues_to_heal_faster
three_gorge_dam	three_gorges_dam
dry_skin_condition	dry_skin_conditions
harmful_fat	harmful_fats
781,000_death	781,000_deaths
computer_user	computer_users
serious_offense	serious_offenses
american_policy	american_policies
water_in_plant_cell_to_freeze	water_in_plant_cells_to_freeze
teen_in_the_block	teens_in_the_block
nonlinear_load	nonlinear_loads
hollow_eye	hollow_eyes
dirty_needle	dirty_needles
broad_plaza	broad_plazas
grand_staircase	grand_staircases
smallest_action	smallest_actions
low_red_blood_cell	low_red_blood_cells
contact_with_object	contact_with_objects
le_intake_of_water	less_intake_of_water
power_problem	power_problems
past_experience	past_experiences
exposure_to_situation	exposure_to_situations
breach_of_any_of_the_term_of_use	breach_of_any_of_the_terms_of_use
diesel_engine	diesel_engines
reduced_sale_volume	reduced_sales_volume
lower_order_for_locomotive_replacement_item	lower_orders_for_locomotive_replacement_items
data_file	data_files
recurrent_canker_sore	recurrent_canker_sores
anti-rejection_drug	anti-rejection_drugs
damage_to_the_plaintiff	damages_to_the_plaintiff
new_threat	new_threats
small_cyst	small_cysts
tt	tts
severe_deficiency	severe_deficiencies
vital_force_of_nature	vital_forces_of_nature
creative_idea	creative_ideas
wide_variety_of_condition	wide_variety_of_conditions
seasonal_deyr_rain	seasonal_deyr_rains
rolling_power_cut	rolling_power_cuts
formation_of_genital_wart	formation_of_genital_warts
change_in_rainfall_pattern	changes_in_rainfall_patterns
faulty_thought_pattern	faulty_thought_patterns
huge_number_of_software_package	huge_number_of_software_packages
body	bodies
disciplinary_hearing	disciplinary_hearings
dangerously_slow_heart_rate	dangerously_slow_heart_rates
higher_insurance_cost	higher_insurance_costs
blood_clot_in_the_body	blood_clots_in_the_body
swollen_tissue	swollen_tissues
republican_policy	republican_policies
symptom_of_allergy	symptoms_of_allergy
pain_around_the_leg	pain_around_the_legs
negative_mood	negative_moods
innovation_and_result_in_all_level_of_each_organization	innovation_and_results_in_all_levels_of_each_organization
bad_handling_of_finance	bad_handling_of_finances
cavernous_angioma	cavernous_angiomas
more_default	more_defaults
rapid_growth_of_skin_cell	rapid_growth_of_skin_cells
blood_vessel_to_relax	blood_vessels_to_relax
genomic_change	genomic_changes
numerous_illness	numerous_illnesses
unclean_intestine	unclean_intestines
graphic	graphics
team_to_receive_le_than_their_number_of_guaranteed_game	team_to_receive_less_than_their_number_of_guaranteed_games
still_water	still_waters
amplifier	amplifiers
hazardous_level_of_lead	hazardous_levels_of_lead
health_insurance_premium_to_rise	health_insurance_premiums_to_rise
low_level_of_b12	low_levels_of_b12
man_'s_greenhouse_gas_emission	man_'s_greenhouse_gas_emissions
formation_of_top1_cleavage_complex	formation_of_top1_cleavage_complexes
dna_modification	dna_modifications
blockage_of_the_blood_vessel	blockage_of_the_blood_vessels
fix_multiple_weakness	fixes_multiple_weaknesses
life-style_option	life-style_options
effective_and_efficient_procedure_to_pre-approve_service	effective_and_efficient_procedure_to_pre-approve_services
combination_of_these_two_approach	combination_of_these_two_approaches
antihypertensive_drug	antihypertensive_drugs
adversarial_reaction	adversarial_reactions
death_among_hiv-infected_patient	death_among_hiv-infected_patients
treatment_of_mouse	treatment_of_mice
child_and_pet	children_and_pets
unforeseen_consequence	unforeseen_consequences
preventable_infection	preventable_infections
contaminated_instrument	contaminated_instruments
healthy_problem	healthy_problems
acidification_of_lake_and_stream	acidification_of_lakes_and_streams
death_in_older_cat	death_in_older_cats
frequent_aftershock	frequent_aftershocks
strong_physical_sensation	strong_physical_sensations
reaction_to_these_metal_particle	reactions_to_these_metal_particles
sudden_flash_flood	sudden_flash_floods
dangerous_practice	dangerous_practices
increase_of_0.544_second	increase_of_0.544_seconds
cognitive_issue	cognitive_issues
lively_discussion	lively_discussions
solve_problem	solve_problems
substantial_harm_to_other_party	substantial_harm_to_other_parties
change_in_working_capital	changes_in_working_capital
social_and_psychological_factor	social_and_psychological_factors
transmission_error	transmission_errors
thought_process	thought_processes
stress_level_to_rise	stress_levels_to_rise
sale_commission	sales_commissions
fix_multiple_vulnerability	fixes_multiple_vulnerabilities
gain_escalated_privilege	gain_escalated_privileges
increase_in_headcount	increases_in_headcount
bony_metastasis	bony_metastases
car_horn	car_horns
breakdown_of_protein_by_bacteria	breakdown_of_proteins_by_bacteria
small_dos	small_doses
government_failure	government_failures
higher_number	higher_numbers
longitudinal_em_wave	longitudinal_em_waves
opposite_reaction_of_the_electron	opposite_reactions_of_the_electrons
early_parliamentary_election	early_parliamentary_elections
nearly_identical_name	nearly_identical_names
decline_in_professional_fee	decline_in_professional_fees
buildup_of_plaque_in_the_artery	buildup_of_plaque_in_the_arteries
dynamic_stress_change	dynamic_stress_changes
passage_of_seismic_wave	passage_of_seismic_waves
skin_difficulty	skin_difficulties
significant_cyst	significant_cysts
pet_to_lose_their_sense_of_balance	pets_to_lose_their_sense_of_balance
red_dot_on_the_skin_of_the_penis_or_vagina	red_dots_on_the_skin_of_the_penis_or_vagina
alpha_hydroxy_acid	alpha_hydroxy_acids
increased_production_of_organic_food	increased_production_of_organic_foods
major_disagreement	major_disagreements
4_bedroom	4_bedrooms
major_new_forest_police	major_new_forest_polices
change_in_routine	changes_in_routine
macadamia_nut	macadamia_nuts
carbon_deposit	carbon_deposits
mental_property	mental_properties
parent	parents
weed_line	weed_lines
clinically_significant_problem	clinically_significant_problems
congenital_coronary_arterial_anomaly	congenital_coronary_arterial_anomalies
pressure_on_the_sinus_wall	pressure_on_the_sinus_walls
food_product	food_products
improvement_in_thyroid_hormone	improvement_in_thyroid_hormones
spinal_abnormality	spinal_abnormalities
diarrhoea_in_child	diarrhoea_in_children
obsessional_thought	obsessional_thoughts
interpersonal_difficulty	interpersonal_difficulties
international_banker	international_bankers
cere	ceres
rollover_crash	rollover_crashes
narrowing_of_the_small_blood_vessel	narrowing_of_the_small_blood_vessels
drinking_soft_drink	drinking_soft_drinks
increase_in_practice_expense_value	increase_in_practice_expense_values
long_lasting_benefit_for_your_business	long_lasting_benefits_for_your_business
pathogenic_autoantibody	pathogenic_autoantibodies
huge_profit	huge_profits
retrenchment	retrenchments
substantial_loss_in_cash	substantial_losses_in_cash
garnishment_of_wage	garnishment_of_wages
increased_raw_material_cost	increased_raw_material_costs
confounding_factor	confounding_factors
inner_thought_and_feeling	inner_thoughts_and_feelings
curler_or_dryer_additionally_strip_vitamin	curlers_or_dryers_additionally_strip_vitamins
dip_in_the_road	dips_in_the_roads
natural_oil	natural_oils
behavioral_effect	behavioral_effects
pro-government_force	pro-government_forces
common_trigger	common_triggers
reduction_in_accident	reduction_in_accidents
tightened_muscle	tightened_muscles
introduction_of_new_technology	introduction_of_new_technologies
seasonal_epidemic	seasonal_epidemics
gastro-intestinal_problem	gastro-intestinal_problems
generalization	generalizations
