Source	Target	Comment
symptom	obstruction	removed by SMT
symptom	anemia	removed by SMT
symptom	osteoporosis	removed by SMT
symptom	hospitalization	removed by SMT
symptom	despair	removed by SMT
symptom	collapse	removed by SMT
symptom	serious_condition	removed by SMT
symptom	frequent_urination	removed by SMT
symptom	misery	removed by SMT
symptom	severe_complication	removed by SMT
symptom	tooth_decay	removed by SMT
symptom	hearing_loss	removed by SMT
symptom	chronic_depression	removed by SMT
symptom	suspicion	removed by SMT
symptom	paralysis	removed by SMT
symptom	serious_health_problem	removed by SMT
symptom	embarrassment	removed by SMT
symptom	ectopic_pregnancy	removed by SMT
symptom	chronic_disease	removed by SMT
serious_complication	amputation	removed by SMT
kidney_failure	gangrene	removed by SMT
kidney_failure	heart_failure	removed by SMT
kidney_failure	problem	removed by SMT
stroke	cerebral_palsy	removed by SMT
stroke	nerve_damage	removed by SMT
stroke	severe_brain_damage	removed by SMT
stroke	increased_risk	removed by SMT
stroke	cognitive_decline	removed by SMT
stroke	unconsciousness	removed by SMT
stroke	medical_condition	removed by SMT
stroke	injury	removed by SMT
stroke	delirium	removed by SMT
stroke	immobility	removed by SMT
stroke	swallowing_problem	removed by SMT
stroke	serious_problem	removed by SMT
stroke	fatality	removed by SMT
stroke	alzheimer_'s_disease	removed by SMT
stroke	urinary_incontinence	removed by SMT
stroke	neurological_disorder	removed by SMT
stroke	birth_defect	removed by SMT
bad_habit	confusion	removed by SMT
bad_habit	tension	removed by SMT
bad_habit	death	removed by SMT
bad_habit	harm	removed by SMT
bad_habit	health_hazard	removed by SMT
bad_habit	diabetes	removed by SMT
bad_habit	high_blood_pressure	removed by SMT
disease	failure	removed by SMT
disease	psychiatric_disorder	removed by SMT
disease	severe_symptom	removed by SMT
disease	emotional_trauma	removed by SMT
disease	anorexia	removed by SMT
disease	abscess	removed by SMT
disease	famine	removed by SMT
disease	decrease	removed by SMT
disease	social_problem	removed by SMT
disease	variation	removed by SMT
disease	antibody	removed by SMT
disease	high_blood_sugar	removed by SMT
disease	severe_damage	removed by SMT
disease	mood_swing	removed by SMT
disease	damage_to_the_nervous_system	removed by SMT
disease	lung_cancer	removed by SMT
disease	bronchitis	removed by SMT
disease	financial_problem	removed by SMT
disease	loss_of_income	removed by SMT
disease	body	removed by SMT
disease	leukopenia	removed by SMT
disease	conflict	removed by SMT
disease	frustration	removed by SMT
disease	surgery	removed by SMT
disease	rapid_weight_loss	removed by SMT
disease	anguish	removed by SMT
disease	mutation_in_gene	removed by SMT
disease	hearing_impairment	removed by SMT
disease	missing_teeth	removed by SMT
disease	enlargement_of_the_liver	removed by SMT
disease	reduced_blood_flow	removed by SMT
disease	growth	removed by SMT
disease	blood_pressure	removed by SMT
disease	genocide	removed by SMT
disease	blurred_vision	removed by SMT
disease	health_complication	removed by SMT
disease	disabling_condition	removed by SMT
disease	oxidative_damage	removed by SMT
disease	brittle_bone	removed by SMT
disease	breathing_difficulty	removed by SMT
disease	trouble	removed by SMT
disease	degenerative_change	removed by SMT
disease	crisis	removed by SMT
disease	cardiovascular_disease	removed by SMT
disease	vertigo	removed by SMT
disease	cell_death	removed by SMT
disease	lung_disease	removed by SMT
disease	cartilage_damage	removed by SMT
disease	muscle_ache	removed by SMT
disease	liver_cirrhosis	removed by SMT
disease	abnormal_heart_rhythm	removed by SMT
disease	punishment	removed by SMT
disease	spontaneous_abortion	removed by SMT
disease	habitat_loss	removed by SMT
disease	poor_health	removed by SMT
disease	decreased_blood_flow	removed by SMT
disease	muscle_degeneration	removed by SMT
disease	hazard	removed by SMT
disease	phenomenon	removed by SMT
disease	malfunction	removed by SMT
disease	nephrotic_syndrome	removed by SMT
disease	angina	removed by SMT
disease	rot	removed by SMT
disease	allergy	removed by SMT
disease	encephalopathy	removed by SMT
disease	joint_inflammation	removed by SMT
disease	malaria	removed by SMT
disease	cat	removed by SMT
disease	psoriasis	removed by SMT
disease	chemical	removed by SMT
disease	skin_rash	removed by SMT
disease	aid	removed by SMT
disease	biological_change	removed by SMT
disease	malignancy	removed by SMT
disease	vulnerability	removed by SMT
disease	pleural_effusion	removed by SMT
disease	chemical_change_in_the_brain	removed by SMT
disease	shrinkage	removed by SMT
disease	chronic_kidney_failure	removed by SMT
disease	loss_of_muscle_mass	removed by SMT
disease	limitation	removed by SMT
disease	apathy	removed by SMT
disease	contaminant	removed by SMT
disease	pathological_change	removed by SMT
disease	severity	removed by SMT
disease	tissue	removed by SMT
disease	myth	removed by SMT
disease	peripheral_neuropathy	removed by SMT
disease	genital_wart	removed by SMT
disease	physical_stress	removed by SMT
disease	digestive_problem	removed by SMT
disease	carpal_tunnel_syndrome	removed by SMT
disease	degenerative_process	removed by SMT
disease	loss_of_bone_mass	removed by SMT
disease	spinal_problem	removed by SMT
disease	lifestyle_choice	removed by SMT
disease	chronic_fatigue	removed by SMT
disease	nervous_tension	removed by SMT
disease	lung_failure	removed by SMT
disease	malabsorption	removed by SMT
disease	psychosis	removed by SMT
disease	senility	removed by SMT
disease	arrest	removed by SMT
infertility	frustration	removed by SMT
infertility	emotional_problem	removed by SMT
infertility	anger	removed by SMT
infertility	impotence	removed by SMT
obesity	serious_medical_condition	removed by SMT
obesity	premature_aging	removed by SMT
obesity	low_self_esteem	removed by SMT
obesity	liver_damage	removed by SMT
obesity	atherosclerosis	removed by SMT
obesity	hormonal_change	removed by SMT
obesity	health_concern	removed by SMT
obesity	heart	removed by SMT
obesity	inactivity	removed by SMT
obesity	thyroid_dysfunction	removed by SMT
obesity	oa	removed by SMT
obesity	medical_expense	removed by SMT
obesity	pancreatitis	removed by SMT
obesity	plantar_fasciitis	removed by SMT
obesity	chronic_liver_disease	removed by SMT
obesity	recurrence	removed by SMT
obesity	effect	removed by SMT
obesity	hypothyroidism	removed by SMT
obesity	potential_problem	removed by SMT
obesity	ed	removed by SMT
obesity	anxiety	removed by SMT
obesity	low_testosterone_level	removed by SMT
obesity	malady	removed by SMT
obesity	malabsorption	removed by SMT
obesity	behavior	removed by SMT
obesity	affliction	removed by SMT
obesity	hirsutism	removed by SMT
obesity	cvd	removed by SMT
obesity	anovulation	removed by SMT
obesity	difficulty	removed by SMT
obesity	increased_blood_pressure	removed by SMT
obesity	serious_consequence	removed by SMT
weight_gain	weight_loss	removed by SMT
weight_gain	sleep_apnea	removed by SMT
weight_gain	change	removed by SMT
weight_gain	anxiety	removed by SMT
weight_gain	complication	removed by SMT
weight_gain	menopause	removed by SMT
weight_gain	stroke	removed by SMT
weight_gain	high_cholesterol	removed by SMT
weight_gain	increase_in_blood_pressure	removed by SMT
weight_gain	increase	removed by SMT
confusion	depression	removed by SMT
confusion	suicide	removed by SMT
confusion	dementia	removed by SMT
confusion	resentment	removed by SMT
confusion	controversy	removed by SMT
confusion	disappointment	removed by SMT
confusion	disruption	removed by SMT
confusion	crisis	removed by SMT
confusion	litigation	removed by SMT
confusion	coma	removed by SMT
confusion	insanity	removed by SMT
confusion	situation	removed by SMT
confusion	hate	removed by SMT
confusion	lack_of_motivation	removed by SMT
confusion	tension	removed by SMT
confusion	diagnosis	removed by SMT
tension	world_war	removed by SMT
tension	anger	removed by SMT
tension	divorce	removed by SMT
tension	infertility	removed by SMT
tension	burnout	removed by SMT
tension	world_war_ii	removed by SMT
tension	argument	removed by SMT
tension	lack_of_sleep	removed by SMT
tension	hostility	removed by SMT
tension	confusion	removed by SMT
tension	attack	removed by SMT
tension	incident	removed by SMT
tension	sadness	removed by SMT
tension	subluxation	removed by SMT
tension	sleeplessness	removed by SMT
tension	nervousness	removed by SMT
tension	damage	removed by SMT
tension	ache	removed by SMT
tension	growth	removed by SMT
tension	premature_ejaculation	removed by SMT
tension	suffering	removed by SMT
tension	emotion	removed by SMT
tension	death	removed by SMT
tension	ailment	removed by SMT
poor_posture	chronic_pain	removed by SMT
poor_posture	tension	removed by SMT
poor_posture	muscle	removed by SMT
poverty	difficulty	removed by SMT
poverty	difference	removed by SMT
poverty	unhappiness	removed by SMT
poverty	suicide	removed by SMT
poverty	unrest	removed by SMT
poverty	pollution	removed by SMT
poverty	increase	removed by SMT
poverty	insecurity	removed by SMT
poverty	tuberculosis	removed by SMT
poverty	theft	removed by SMT
poverty	abortion	removed by SMT
poverty	action	removed by SMT
poverty	mortality	removed by SMT
poverty	harm	removed by SMT
poverty	humiliation	removed by SMT
poverty	hiv_infection	removed by SMT
cancer	bacteria	removed by SMT
cancer	neck_pain	removed by SMT
cancer	weakness	removed by SMT
cancer	hpv_type	removed by SMT
cancer	trauma	removed by SMT
cancer	exhaustion	removed by SMT
cancer	hyperthyroidism	removed by SMT
cancer	pollutant	removed by SMT
cancer	nerve_pain	removed by SMT
cancer	immune_deficiency	removed by SMT
cancer	anaemia	removed by SMT
cancer	financial_hardship	removed by SMT
cancer	swallowing_problem	removed by SMT
cancer	physical_effect	removed by SMT
cancer	abnormality	removed by SMT
cancer	hazard	removed by SMT
cancer	jaundice	removed by SMT
cancer	hpv	removed by SMT
cancer	meningitis	removed by SMT
cancer	polyp	removed by SMT
cancer	physical_pain	removed by SMT
cancer	pesticide_exposure	removed by SMT
cancer	bone_problem	removed by SMT
cancer	liver_failure	removed by SMT
cancer	emission	removed by SMT
cancer	metabolic_change	removed by SMT
cancer	renal_failure	removed by SMT
harm	serious_injury	removed by SMT
harm	decay	removed by SMT
health_hazard	serious_injury	removed by SMT
health_problem	halitosis	removed by SMT
health_problem	cost	removed by SMT
health_problem	accident	removed by SMT
health_problem	suicide	removed by SMT
health_problem	heart_failure	removed by SMT
health_problem	mortality	removed by SMT
health_problem	impotence	removed by SMT
health_problem	misery	removed by SMT
high_blood_pressure	retinal_detachment	removed by SMT
high_blood_pressure	damage_to_blood_vessel	removed by SMT
high_blood_pressure	change	removed by SMT
high_blood_pressure	preterm_birth	removed by SMT
high_blood_pressure	chronic_renal_failure	removed by SMT
high_blood_pressure	chronic_disease	removed by SMT
high_blood_pressure	process	removed by SMT
high_blood_pressure	vision_loss	removed by SMT
high_blood_pressure	plaque_buildup	removed by SMT
high_blood_pressure	asthma	removed by SMT
high_blood_pressure	vascular_problem	removed by SMT
high_blood_pressure	numbness	removed by SMT
high_blood_pressure	gout	removed by SMT
stress	trauma	removed by SMT
stress	elevated_blood_pressure	removed by SMT
stress	smoking	removed by SMT
stress	spasm	removed by SMT
stress	shingle	removed by SMT
stress	acidity	removed by SMT
stress	child_abuse	removed by SMT
stress	telogen_effluvium	removed by SMT
stress	job_dissatisfaction	removed by SMT
stress	health_concern	removed by SMT
stress	fatal_heart_attack	removed by SMT
stress	kidney_failure	removed by SMT
stress	memory_issue	removed by SMT
stress	incident	removed by SMT
stress	hair	removed by SMT
stress	fight	removed by SMT
stress	heart_trouble	removed by SMT
stress	food_craving	removed by SMT
stress	contraction	removed by SMT
stress	sleep_loss	removed by SMT
stress	breast_cancer	removed by SMT
stress	hypoglycemia	removed by SMT
stress	hormonal_fluctuation	removed by SMT
stress	ringing_in_the_ear	removed by SMT
stress	low_sperm_count	removed by SMT
stress	absence	removed by SMT
stress	poor_digestion	removed by SMT
stress	vaginal_dryness	removed by SMT
stress	eye_problem	removed by SMT
stress	water_retention	removed by SMT
stress	physical_damage	removed by SMT
stress	coronary_disease	removed by SMT
stress	negative_feeling	removed by SMT
stress	excessive_drinking	removed by SMT
stress	turnover	removed by SMT
stress	heat	removed by SMT
stress	emotional_distress	removed by SMT
stress	abortion	removed by SMT
stress	eating	removed by SMT
stress	permanent_damage	removed by SMT
stress	physical_effect	removed by SMT
stress	male_pattern_baldness	removed by SMT
stress	hormone_change	removed by SMT
stress	vitiligo	removed by SMT
stress	hearing_loss	removed by SMT
stress	colitis	removed by SMT
stress	immune_system	removed by SMT
stress	phenomenon	removed by SMT
stress	panic	removed by SMT
stress	deterioration	removed by SMT
stress	increase_in_blood_pressure	removed by SMT
stress	lack_of_appetite	removed by SMT
stress	magnesium_deficiency	removed by SMT
stress	crisis	removed by SMT
stress	post_traumatic_stress_disorder	removed by SMT
stress	poor_nutrition	removed by SMT
stress	weak_immune_system	removed by SMT
stress	oxidative_damage	removed by SMT
stress	increased_absenteeism	removed by SMT
stress	stomach	removed by SMT
stress	tense_muscle	removed by SMT
stress	health_condition	removed by SMT
stress	herpes	removed by SMT
stress	trigger	removed by SMT
stress	posttraumatic_stress_disorder	removed by SMT
stress	hot_flash	removed by SMT
stress	increased_productivity	removed by SMT
stress	movement	removed by SMT
stress	sore	removed by SMT
stress	high_blood_sugar_level	removed by SMT
stress	recurrence	removed by SMT
stress	exercise	removed by SMT
stress	dna_damage	removed by SMT
stress	neglect	removed by SMT
stress	low_back_pain	removed by SMT
stress	reckless_driving	removed by SMT
stress	chemical_change	removed by SMT
stress	laminitis	removed by SMT
stress	high_cortisol_level	removed by SMT
